SPRUCE_ID,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero
SPRUCE 415,WT_drawdown_cm,WT_drawdown_cm,0.44415155436257736,0.3629746302275669,0.23206077726934277,WT_drawdown_cm,0.6678370873921305,28,6
SPRUCE 2264,WT_drawdown_cm,WT_drawdown_cm,0.0427511164751968,0.0361016874495927,0.2470525471817024,WT_drawdown_cm,0.6678370873921305,28,1
SPRUCE 675,WT_drawdown_cm,WT_drawdown_cm,1.0305545269370873,0.8197297489868017,0.21986192453779485,WT_drawdown_cm,0.6678370873921305,28,18
SPRUCE 259,WT_drawdown_cm,WT_drawdown_cm,-0.37066767461012784,0.3087636401992103,0.24077293761878094,WT_drawdown_cm,0.6678370873921305,28,13
SPRUCE 356,WT_drawdown_cm,WT_drawdown_cm,0.3040857188902838,0.2587100285770686,0.2504896602795972,WT_drawdown_cm,0.6678370873921305,28,6
SPRUCE 2247,WT_drawdown_cm,WT_drawdown_cm,0.737052192911694,0.5586607428633645,0.19856339402725667,WT_drawdown_cm,0.6678370873921305,28,9
SPRUCE 185,WT_drawdown_cm,WT_drawdown_cm,-0.3304439253029771,0.273441344218428,0.23774549379536775,WT_drawdown_cm,0.6678370873921305,28,10
SPRUCE 85,WT_drawdown_cm,WT_drawdown_cm,-0.4351895068990741,0.37147407334241683,0.25201399524231344,WT_drawdown_cm,0.6678370873921305,28,10
SPRUCE 2219,WT_drawdown_cm,WT_drawdown_cm,-0.23074208483032854,0.18244652332297315,0.21719427270315741,WT_drawdown_cm,0.6678370873921305,28,3
SPRUCE 2253,WT_drawdown_cm,WT_drawdown_cm,-0.580580536064423,0.42761789362183333,0.18622393553498423,WT_drawdown_cm,0.6678370873921305,28,8
SPRUCE 2057,WT_drawdown_cm,WT_drawdown_cm,0.3697854688283849,0.2974533389334665,0.2248987828437949,WT_drawdown_cm,0.6678370873921305,28,9
SPRUCE 451,WT_drawdown_cm,WT_drawdown_cm,0.4115164751060292,0.34142049132831775,0.2389406376134395,WT_drawdown_cm,0.6678370873921305,28,6
SPRUCE 2262,WT_drawdown_cm,WT_drawdown_cm,0.042751116475198483,0.03610168744959264,0.2470525471816834,WT_drawdown_cm,0.6678370873921305,28,1
SPRUCE 202,WT_drawdown_cm,WT_drawdown_cm,0.21299380545018554,0.17342306966273308,0.2303838832816176,WT_drawdown_cm,0.6678370873921305,28,4
SPRUCE 397,WT_drawdown_cm,WT_drawdown_cm,0.9490575289725192,0.7205505893883016,0.19928651277373782,WT_drawdown_cm,0.6678370873921305,28,22
SPRUCE 2067,WT_drawdown_cm,WT_drawdown_cm,-0.593082794632486,0.4945234847528801,0.24122662762435476,WT_drawdown_cm,0.6678370873921305,28,5
SPRUCE 421,WT_drawdown_cm,WT_drawdown_cm,-0.7856025650957883,0.5867150005321561,0.1921654271996138,WT_drawdown_cm,0.6678370873921305,28,23
SPRUCE 2269,WT_drawdown_cm,WT_drawdown_cm,-0.1981845491935415,0.1479567086915694,0.19200755497020092,WT_drawdown_cm,0.6678370873921305,28,2
SPRUCE 2143,WT_drawdown_cm,WT_drawdown_cm,-0.47531303011036297,0.36085133552009724,0.199263122445028,WT_drawdown_cm,0.6678370873921305,28,7
SPRUCE 2039,WT_drawdown_cm,WT_drawdown_cm,0.3614639241860587,0.30209679343434925,0.24229215148780053,WT_drawdown_cm,0.6678370873921305,28,4
SPRUCE 2043,WT_drawdown_cm,WT_drawdown_cm,0.8165268197005894,0.6167609015364518,0.19706027213447969,WT_drawdown_cm,0.6678370873921305,28,8
SPRUCE 2172,WT_drawdown_cm,WT_drawdown_cm,-0.11159579197852447,0.09130275699058694,0.23257428327430496,WT_drawdown_cm,0.6678370873921305,28,2
SPRUCE 2261,WT_drawdown_cm,WT_drawdown_cm,0.042751116475191774,0.03610168744959262,0.24705254718175565,WT_drawdown_cm,0.6678370873921305,28,1
SPRUCE 2323,WT_drawdown_cm,WT_drawdown_cm,-0.8023202593118103,0.6929880048193028,0.2574835554797803,WT_drawdown_cm,0.6689523745308018,28,9
SPRUCE 234,WT_drawdown_cm,WT_drawdown_cm,-0.06064677503053398,0.052124968079754946,0.2551984443808877,WT_drawdown_cm,0.6689523745308018,28,2
SPRUCE 140,WT_drawdown_cm,WT_drawdown_cm,0.3094820956273393,0.26973825145517893,0.26168869024085667,WT_drawdown_cm,0.6732767273187089,28,5
SPRUCE 2148,WT_drawdown_cm,WT_drawdown_cm,0.15164480433959152,0.13457447259647556,0.2701002908122329,WT_drawdown_cm,0.6816816863356354,28,4
SPRUCE 131,WT_drawdown_cm,WT_drawdown_cm,-0.3699280029653189,0.32747298314129103,0.2689406802379519,WT_drawdown_cm,0.6816816863356354,28,3
SPRUCE 550,WT_drawdown_cm,WT_drawdown_cm,-0.4332381913996107,0.3949107653221883,0.28267510588131683,WT_drawdown_cm,0.6859074237166384,28,10
SPRUCE 391,WT_drawdown_cm,WT_drawdown_cm,-0.552106566926815,0.505449654998503,0.28471628908992536,WT_drawdown_cm,0.6859074237166384,28,18
SPRUCE 2138,WT_drawdown_cm,WT_drawdown_cm,-0.42039443431065027,0.38311043122492267,0.28256108247641337,WT_drawdown_cm,0.6859074237166384,28,12
